,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,申請者1,申請者2,,申請-住所1,申請-住所2,申請-住所3,申請-住所4,,申請-電話番号1,施設名,施設名のフリガナ,施設の郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,業態,申請年月日,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,その他,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利用者管理ID,営業施設ID,氏名（法人の場合は法人名）（申請・届出者）,法人の代表者の氏名（申請・届出者）,郵便番号（申請・届出者）,都道府県（申請・届出者）,市区町村（申請・届出者）,町域（申請・届出者）,番地等（申請・届出者）,マンション名等（申請・届出者）,電話番号（申請・届出者）,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号フリガナ,郵便番号（営業施設）,都道府県（営業施設）,市区町村（営業施設）,町域（営業施設）,番地等（営業施設）,マンション名等（営業施設）,電話番号（営業施設）,営業の種類,業態,申請・届出年月日,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,許可条件,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
fBiz0000028946,57,株式会社むすんでひらいて,原田将太,8110112,福岡県,糟屋郡新宮町,下府,二丁目12番地24号,,0924102605,むすんでひらいて　千厩店,ムスンデヒライテ　センマヤテン,0290803,岩手県,一関市,千厩町千厩字構井田,42番地3,クスリのアオキ千厩店内,,① 飲食店営業,惣菜店・弁当屋,2022/7/19,一保第1-114号,2022/7/20,2022/7/20,2022/7/20,2029/8/25,,,一関保健所,むすんでひらいて　千厩店,0191,,0290803,,,岩手県　一関市　千厩町千厩字構井田　42番地3,岩手県一関市千厩町千厩字構井田４２番地３,クスリのアオキ千厩店内,33919,岩手県,一関市,千厩町千厩,2022/07/19,2022/07/20,2022/07/20,2022/07/20,2029/08/25,株式会社むすんでひらいて,原田将太,092-410-2605,福岡県　糟屋郡新宮町　下府　二丁目12番地24号,福岡県糟屋郡新宮町下府２丁目１２番地２４号,,204065,福岡県,糟屋郡新宮町,下府２,一保第1-114号,,飲食店営業, 惣菜店・弁当屋,,,043_岩手県_一関保健所_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,むすんでひらいて　千厩店,むすんでひらいて千厩店,株式会社むすんでひらいて,,1,,,,,ムスンデヒライテ　センマヤテン
fBiz0000040237,1,有限会社マルエ,熊谷和範,0290302,岩手県,一関市,東山町長坂字柴宿,7-85,,0191-47-4311,マルエスーパー,マルエスーパー,0290302,岩手県,一関市,東山町長坂字柴宿,7-85,,0191-47-4311,③ 食肉販売業,,2021/6/22,一保第1-38号,2021/6/23,2021/6/23,2021/6/26,2027/6/25, ,,一関保健所,マルエスーパー,0191,0191-47-4311,0290302,,,岩手県　一関市　東山町長坂字柴宿　7-85,岩手県一関市東山町長坂字柴宿７－８５,,33936,岩手県,一関市,東山町長坂,2021/06/22,2021/06/23,2021/06/23,2021/06/26,2027/06/25,有限会社マルエ,熊谷和範,0191-47-4311,岩手県　一関市　東山町長坂字柴宿　7-85,岩手県一関市東山町長坂字柴宿７－８５,,33936,岩手県,一関市,東山町長坂,一保第1-38号,,食肉販売業,, ,,043_岩手県_一関保健所_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,マルエスーパー,マルエスパ,有限会社マルエ,,2,,,,,マルエスーパー
fBiz0000040237,1,有限会社マルエ,熊谷和範,0290302,岩手県,一関市,東山町長坂字柴宿,7-85,,0191-47-4311,マルエスーパー,マルエスーパー,0290302,岩手県,一関市,東山町長坂字柴宿,7-85,,0191-47-4311,④ 魚介類販売業,,2021/6/22,一保第1-39号,2021/6/23,2021/6/23,2021/6/26,2027/6/25, ,,一関保健所,マルエスーパー,0191,0191-47-4311,0290302,,,岩手県　一関市　東山町長坂字柴宿　7-85,岩手県一関市東山町長坂字柴宿７－８５,,33936,岩手県,一関市,東山町長坂,2021/06/22,2021/06/23,2021/06/23,2021/06/26,2027/06/25,有限会社マルエ,熊谷和範,0191-47-4311,岩手県　一関市　東山町長坂字柴宿　7-85,岩手県一関市東山町長坂字柴宿７－８５,,33936,岩手県,一関市,東山町長坂,一保第1-39号,,魚介類販売業,, ,,043_岩手県_一関保健所_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエスーパー,マルエスパ,有限会社マルエ,,2,,,,,マルエスーパー
fBiz0000040243,1,協同組合産直センターひがしやま,前田眞,0290302,岩手県,一関市,東山町長坂字柴宿,80-2,,0191-47-2919,産直センターひがしやま季節館,サンチョクセンターヒガシヤマキセツカン,0290302,岩手県,一関市,東山町長坂字柴宿,80-2,,0191-47-2919,① 飲食店営業,喫茶店,2021/6/22,一保第1-40号,2021/6/23,2021/6/23,2021/6/26,2027/6/25, ,,一関保健所,産直センターひがしやま季節館,0191,0191-47-2919,0290302,,,岩手県　一関市　東山町長坂字柴宿　80-2,岩手県一関市東山町長坂字柴宿８０－２,,33936,岩手県,一関市,東山町長坂,2021/06/22,2021/06/23,2021/06/23,2021/06/26,2027/06/25,協同組合産直センターひがしやま,前田眞,0191-47-2919,岩手県　一関市　東山町長坂字柴宿　80-2,岩手県一関市東山町長坂字柴宿８０－２,,33936,岩手県,一関市,東山町長坂,一保第1-40号,,飲食店営業, 喫茶店, ,,043_岩手県_一関保健所_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,産直センターひがしやま季節館,産直センタひがしやま季節館,協同組合産直センターひがしやま,,2,,,,,サンチョクセンターヒガシヤマキセツカン
fBiz0000040243,1,協同組合産直センターひがしやま,前田眞,0290302,岩手県,一関市,東山町長坂字柴宿,80-2,,0191-47-2919,産直センターひがしやま季節館,サンチョクセンターヒガシヤマキセツカン,0290302,岩手県,一関市,東山町長坂字柴宿,80-2,,0191-47-2919,⑪ 菓子製造業,喫茶店,2021/6/22,一保第1-41号,2021/6/23,2021/6/23,2021/6/26,2027/6/25, ,,一関保健所,産直センターひがしやま季節館,0191,0191-47-2919,0290302,,,岩手県　一関市　東山町長坂字柴宿　80-2,岩手県一関市東山町長坂字柴宿８０－２,,33936,岩手県,一関市,東山町長坂,2021/06/22,2021/06/23,2021/06/23,2021/06/26,2027/06/25,協同組合産直センターひがしやま,前田眞,0191-47-2919,岩手県　一関市　東山町長坂字柴宿　80-2,岩手県一関市東山町長坂字柴宿８０－２,,33936,岩手県,一関市,東山町長坂,一保第1-41号,,菓子製造業, 喫茶店, ,,043_岩手県_一関保健所_食品衛生(許可)_2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,産直センターひがしやま季節館,産直センタひがしやま季節館,協同組合産直センターひがしやま,,2,,,,,サンチョクセンターヒガシヤマキセツカン
fBiz0000049796,898,株式会社クスリのアオキ,青木宏憲,9240057,石川県,白山市,松本町２５１２番地,,,0762741111,クスリのアオキ千厩店,クスリノアオキセンマヤテン,0290803,岩手県,一関市,千厩町千厩,字構井田42番地3,,0191-34-8132,④ 魚介類販売業,,2022/7/19,一保第1-111号,2022/7/20,2022/7/20,2022/7/20,2029/8/25,,,一関保健所,クスリのアオキ千厩店,0191,0191-34-8132,0290803,,,岩手県　一関市　千厩町千厩　字構井田42番地3,岩手県一関市千厩町千厩字構井田４２番地３,,33919,岩手県,一関市,千厩町千厩,2022/07/19,2022/07/20,2022/07/20,2022/07/20,2029/08/25,株式会社クスリのアオキ,青木宏憲,076-274-1111,石川県　白山市　松本町２５１２番地　,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,一保第1-111号,,魚介類販売業,,,,043_岩手県_一関保健所_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,,,,,,,,,クスリのアオキ千厩店,クスリのアオキ千厩店,株式会社クスリのアオキ,,4,,,,,クスリノアオキセンマヤテン
fBiz0000049796,898,株式会社クスリのアオキ,青木宏憲,9240057,石川県,白山市,松本町２５１２番地,,,0762741111,クスリのアオキ千厩店,クスリノアオキセンマヤテン,0290803,岩手県,一関市,千厩町千厩,字構井田42番地3,,0191-34-8132,⑪ 菓子製造業,,2022/7/19,一保第1-112号,2022/7/20,2022/7/20,2022/7/20,2029/8/25,,,一関保健所,クスリのアオキ千厩店,0191,0191-34-8132,0290803,,,岩手県　一関市　千厩町千厩　字構井田42番地3,岩手県一関市千厩町千厩字構井田４２番地３,,33919,岩手県,一関市,千厩町千厩,2022/07/19,2022/07/20,2022/07/20,2022/07/20,2029/08/25,株式会社クスリのアオキ,青木宏憲,076-274-1111,石川県　白山市　松本町２５１２番地　,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,一保第1-112号,,菓子製造業,,,,043_岩手県_一関保健所_食品衛生(許可)_2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,クスリのアオキ千厩店,クスリのアオキ千厩店,株式会社クスリのアオキ,,4,,,,,クスリノアオキセンマヤテン
